Policy ID,Policy Type,Coverage Amount,Premium Amount,Policy Start Date,Policy End Date,Payment Frequency,Status,Customer ID,,
POL03937394,Life,485700,825.03,2023-02-16,2024-08-24,Annually,Active,CUST90537815,,
POL40919725,Health,136531,1100.91,2019-02-11,2021-01-21,Quarterly,Active,CUST05516156,,
POL12273521,Property,152050,1714.08,2022-08-30,2031-04-30,Annually,Lapsed,CUST20921135,,
POL55405368,Health,106176,493.29,2018-05-03,2025-06-04,Annually,Terminated,CUST18651147,,
POL76990355,Property,314038,1170.8,2015-10-08,2023-08-24,Monthly,Lapsed,CUST00111093,,
POL55126928,Life,56139,1960.49,2020-09-03,2028-03-29,Quarterly,Terminated,CUST44614531,,
POL33870479,Life,41120,756.92,2017-06-15,2023-11-27,Quarterly,Active,CUST22875335,,
POL67506217,Auto,286322,758.07,2016-02-29,2020-04-13,Quarterly,Active,CUST27855580,,
POL23901301,Property,37249,1251.05,2022-12-03,2028-09-19,Annually,Active,CUST18415430,,
POL08197937,Health,227384,632.81,2015-05-30,2020-10-13,Monthly,Terminated,CUST82440426,,
POL84222350,Life,373306,957.56,2020-06-10,2021-10-13,Monthly,Active,CUST86198760,,
POL25301637,Health,240480,1296.25,2022-06-17,2027-10-28,Annually,Terminated,CUST81280296,,
POL82345838,Property,165602,1550.9,2015-07-11,2025-04-02,Monthly,Terminated,CUST27326515,,
POL31362262,Auto,375408,133.72,2022-08-03,2032-03-01,Annually,Terminated,CUST08813866,,
POL79392367,Auto,346632,1138.06,2020-05-09,2022-11-17,Monthly,Lapsed,CUST55031433,,
POL74198912,Health,381676,1889.34,2024-03-02,2026-12-26,Monthly,Lapsed,CUST40230825,,
POL10977821,Property,123302,764.86,2016-02-12,2019-03-17,Annually,Lapsed,CUST74229946,,
POL97876617,Health,203446,716.29,2017-12-31,2020-02-07,Quarterly,Terminated,CUST74454973,,
POL22375772,Property,202275,1488.39,2020-08-13,2026-10-05,Quarterly,Terminated,CUST58666649,,
POL31916884,Property,331589,592.77,2017-06-15,2019-02-11,Monthly,Active,CUST19151898,,
POL24429033,Health,263470,1311.78,2015-05-23,2017-03-19,Quarterly,Active,CUST01781896,,
POL17342511,Auto,202678,1056.26,2017-01-03,2024-05-05,Annually,Lapsed,CUST98043397,,
POL28677105,Property,201548,1635.13,2022-03-17,2026-05-18,Monthly,Lapsed,CUST99194885,,
POL43732564,Health,310004,837.25,2023-08-16,2030-02-10,Quarterly,Active,CUST81990768,,
POL28314464,Health,22116,1633.27,2016-04-16,2021-05-21,Annually,Lapsed,CUST60955477,,
POL35204353,Health,198767,1434.17,2017-06-23,2019-04-16,Monthly,Lapsed,CUST07529006,,
POL89399063,Property,417672,782.84,2021-10-15,2028-04-25,Monthly,Active,CUST75793791,,
POL87120286,Health,164540,1304.6,2015-12-12,2023-07-13,Annually,Terminated,CUST40514613,,
POL88760778,Life,403276,117.92,2016-09-09,2022-04-01,Monthly,Lapsed,CUST97565253,,
POL38861643,Property,89784,405.86,2023-05-15,2031-10-25,Monthly,Lapsed,CUST98959709,,
POL65184917,Auto,426831,476.33,2020-06-04,2029-01-30,Monthly,Lapsed,CUST09615056,,
POL04610081,Auto,470013,739.62,2015-11-22,2022-12-14,Monthly,Lapsed,CUST85869477,,
POL69425319,Property,446018,1448.3,2020-02-13,2023-12-26,Quarterly,Active,CUST25878496,,
POL61904449,Auto,265486,987.82,2022-09-24,2026-11-15,Annually,Active,CUST52643367,,
POL08522082,Auto,191554,942.82,2017-03-09,2026-12-02,Monthly,Terminated,CUST48998448,,
POL26393538,Life,271975,1616.17,2015-06-07,2024-01-21,Quarterly,Active,CUST08945946,,
POL06555482,Property,231181,1556.27,2015-05-11,2022-07-21,Annually,Lapsed,CUST03545901,,
POL51635359,Health,116654,1172.94,2023-01-05,2027-04-20,Annually,Lapsed,CUST89845597,,
POL54944417,Health,81316,413.73,2021-05-26,2027-04-02,Annually,Lapsed,CUST14092929,,
POL75180219,Health,126031,1010.24,2019-08-12,2025-07-16,Annually,Terminated,CUST59727399,,
POL47276552,Property,139573,1440.28,2018-08-14,2025-12-08,Monthly,Lapsed,CUST61345201,,
POL86600900,Health,325581,962.72,2015-09-23,2017-05-12,Quarterly,Active,CUST25931546,,
POL26378825,Auto,246091,962.22,2021-04-07,2029-08-02,Quarterly,Terminated,CUST79997262,,
POL84891597,Property,202454,1879.8,2016-04-16,2018-08-19,Quarterly,Lapsed,CUST08493059,,
POL15359694,Life,96262,1946.44,2015-03-06,2020-05-24,Annually,Active,CUST10853720,,
POL30896226,Property,213032,465.94,2018-09-15,2023-04-30,Quarterly,Active,CUST01716705,,
POL16164633,Auto,163351,1070.26,2017-11-03,2021-10-30,Monthly,Active,CUST57618841,,
POL98820628,Auto,328822,1946.51,2022-08-11,2026-05-20,Quarterly,Lapsed,CUST63890690,,
POL59124038,Property,203709,255.94,2023-11-06,2030-10-31,Monthly,Active,CUST31991535,,
POL22790609,Property,81015,1500.66,2016-01-26,2021-03-01,Quarterly,Terminated,CUST24626933,,
POL12164019,Health,473953,1413.46,2020-08-31,2025-01-14,Annually,Active,CUST36502944,,
POL23434715,Life,425735,1354.39,2024-05-08,2026-04-29,Annually,Lapsed,CUST00972517,,
POL52695927,Auto,117486,453.61,2024-08-11,2028-12-21,Annually,Active,CUST15432662,,
POL46053164,Health,349962,861.21,2020-01-18,2030-01-06,Quarterly,Active,CUST95901092,,
POL88066577,Auto,364165,347.67,2023-08-11,2029-04-06,Monthly,Lapsed,CUST42287612,,
POL52513124,Property,244595,136.85,2021-12-12,2023-07-19,Quarterly,Lapsed,CUST36604631,,
POL40868193,Health,190337,1223.07,2018-08-27,2026-05-19,Monthly,Terminated,CUST39372490,,
POL03499905,Health,365979,1094.5,2021-03-14,2022-03-28,Annually,Active,CUST79911540,,
POL04124548,Auto,423216,360.59,2023-01-24,2031-01-04,Quarterly,Lapsed,CUST93131058,,
POL56626279,Property,202145,1440.26,2020-12-17,2026-08-04,Annually,Terminated,CUST36037637,,
POL39998865,Property,106175,308.63,2024-06-22,2027-12-04,Monthly,Terminated,CUST28996576,,
POL10684748,Life,328345,733.06,2016-12-20,2023-03-03,Monthly,Lapsed,CUST79795033,,
POL02457205,Property,466880,1463.1,2019-04-17,2027-08-17,Quarterly,Active,CUST82362920,,
POL02648001,Auto,123593,1404.23,2023-09-28,2030-12-31,Quarterly,Lapsed,CUST11481966,,
POL55664607,Life,184095,1790.85,2017-01-29,2025-09-27,Annually,Lapsed,CUST47694771,,
POL28148630,Health,242692,721.34,2019-07-19,2028-09-09,Annually,Active,CUST49174055,,
POL09901587,Life,379520,117.78,2015-07-15,2024-10-20,Annually,Active,CUST90010071,,
POL36630030,Auto,278081,1524.53,2016-01-13,2018-09-11,Monthly,Lapsed,CUST80345641,,
POL64256700,Life,265639,1849.67,2023-06-01,2024-12-22,Monthly,Terminated,CUST74973932,,
POL58122170,Property,229117,391.02,2018-02-08,2027-09-18,Monthly,Terminated,CUST97297558,,
POL12256062,Property,452645,1459.31,2022-04-26,2023-10-28,Monthly,Lapsed,CUST08493059,,
POL08155490,Health,228522,1960.87,2021-04-19,2027-05-08,Monthly,Terminated,CUST27910356,,
POL69073858,Life,139875,1165.73,2018-03-18,2020-08-25,Monthly,Lapsed,CUST89250160,,
POL37924331,Life,331802,1989.97,2019-09-30,2023-12-27,Quarterly,Active,CUST05146543,,
POL43127976,Property,39565,524.22,2023-09-30,2027-11-26,Monthly,Terminated,CUST64434702,,
POL29336617,Life,489961,1811.92,2019-06-17,2020-10-28,Monthly,Active,CUST43641609,,
POL83145179,Health,414421,282.26,2022-10-25,2026-01-22,Quarterly,Active,CUST85015707,,
POL75352154,Property,37893,1681.23,2024-05-15,2030-10-16,Quarterly,Lapsed,CUST82890521,,
POL17421087,Property,419855,1723.1,2018-05-11,2027-07-25,Annually,Terminated,CUST60130955,,
POL77086340,Property,93275,1528.27,2019-09-18,2026-05-28,Annually,Lapsed,CUST87334402,,
POL63778192,Health,353620,1651.4,2018-02-28,2021-09-19,Quarterly,Active,CUST51074032,,
POL35541554,Auto,29680,230.26,2022-01-04,2030-03-29,Quarterly,Active,CUST38035904,,
POL43027986,Health,214991,1684.83,2022-06-22,2024-04-23,Quarterly,Terminated,CUST70887355,,
POL92525583,Life,249347,489.48,2020-08-24,2029-04-04,Monthly,Active,CUST06052485,,
POL62259131,Life,112795,1819.07,2017-05-04,2018-12-18,Monthly,Lapsed,CUST48638550,,
POL54226110,Property,135959,961.37,2022-11-22,2029-05-16,Quarterly,Active,CUST12032876,,
POL76710986,Life,225740,742.55,2018-01-16,2027-08-27,Annually,Lapsed,CUST00428034,,
POL18290935,Life,269416,1636.06,2022-05-22,2030-04-16,Quarterly,Lapsed,CUST16983930,,
POL05034207,Auto,208708,1025.01,2023-02-18,2027-01-20,Quarterly,Terminated,CUST47568893,,
POL81521713,Life,468815,278.72,2022-10-08,2026-09-20,Monthly,Lapsed,CUST68869346,,
POL11435433,Auto,368383,1984.37,2020-06-03,2027-01-08,Monthly,Lapsed,CUST38797064,,
POL70589278,Auto,195714,1124.93,2020-06-27,2022-12-12,Annually,Terminated,CUST28392965,,
POL23193106,Life,394627,227.84,2017-01-12,2024-02-12,Quarterly,Active,CUST46531153,,
POL96147285,Auto,244613,308.58,2019-08-28,2026-12-15,Annually,Terminated,CUST51678763,,
POL40212338,Auto,468634,1943.69,2017-09-02,2022-03-03,Annually,Active,CUST37031571,,
POL36802897,Life,19303,1951.17,2020-03-08,2029-11-21,Quarterly,Active,CUST68736069,,
POL45419104,Property,130389,1983.88,2017-11-29,2025-11-08,Monthly,Terminated,CUST49906214,,
POL98813677,Life,226048,795.47,2015-08-18,2024-08-11,Monthly,Lapsed,CUST41670618,,
POL40028433,Property,88082,1630.64,2020-10-21,2030-05-01,Monthly,Active,CUST05013566,,
POL59298156,Health,400265,1515.79,2020-12-20,2026-03-23,Quarterly,Active,CUST30299611,,
POL78634856,Auto,13245,996.96,2019-02-06,2020-05-04,Monthly,Lapsed,CUST76917791,,
POL32067182,Auto,474017,1155.42,2017-03-21,2020-04-03,Monthly,Lapsed,CUST25235794,,
POL97015902,Life,45926,1735,2022-06-22,2029-02-04,Quarterly,Terminated,CUST82315883,,
POL01434989,Health,138503,351.11,2020-05-27,2023-02-18,Annually,Terminated,CUST58712853,,
POL02157251,Property,42294,1016.68,2015-03-21,2023-06-25,Annually,Terminated,CUST33229536,,
POL04717815,Auto,440859,586.84,2016-02-09,2022-06-27,Quarterly,Active,CUST28840291,,
POL00829050,Auto,243377,1668.82,2018-02-22,2026-08-09,Monthly,Lapsed,CUST56211642,,
POL98604785,Health,343578,1738.7,2021-08-27,2025-12-25,Annually,Active,CUST74415498,,
POL88842514,Property,242035,1065.12,2019-03-06,2027-04-12,Monthly,Active,CUST22689401,,
POL76182613,Auto,104385,779.44,2015-06-30,2025-04-06,Quarterly,Active,CUST23186598,,
POL86384869,Health,144771,797.18,2017-11-23,2026-08-15,Quarterly,Terminated,CUST19811172,,
POL84123482,Health,20102,1922.33,2015-05-06,2021-11-29,Quarterly,Active,CUST77150362,,
POL23562501,Life,15883,170.55,2017-07-14,2025-05-22,Monthly,Terminated,CUST56211642,,
POL48245779,Property,165993,690.79,2016-04-08,2023-02-25,Annually,Lapsed,CUST48116987,,
POL61900129,Health,156973,965.75,2019-10-24,2025-09-19,Annually,Terminated,CUST86351022,,
POL48633548,Health,233656,1231.37,2024-04-10,2033-03-13,Quarterly,Terminated,CUST67358602,,
POL79940322,Life,325033,1307.81,2024-04-26,2029-04-25,Annually,Lapsed,CUST91336546,,
POL04511784,Auto,440236,586.64,2024-06-17,2027-12-25,Quarterly,Lapsed,CUST56753771,,
POL86724189,Auto,42702,1698.24,2021-04-24,2027-02-27,Annually,Lapsed,CUST68281778,,
POL71033011,Property,51479,929.96,2022-05-09,2024-12-29,Monthly,Terminated,CUST59334083,,
POL85605519,Auto,238051,1108.64,2022-12-07,2032-06-06,Quarterly,Terminated,CUST91280167,,
POL74831187,Property,241123,992.38,2024-09-07,2026-06-21,Quarterly,Terminated,CUST81463736,,
POL20532227,Health,395705,399.13,2024-07-26,2031-06-12,Quarterly,Lapsed,CUST57245490,,
POL21319320,Auto,403366,1551.73,2017-11-02,2021-11-01,Annually,Lapsed,CUST51598236,,
POL75362203,Health,56627,1448.26,2015-12-09,2022-10-24,Monthly,Terminated,CUST97726267,,
POL16340905,Auto,52223,1782.26,2020-03-20,2022-04-19,Quarterly,Terminated,CUST71555564,,
POL78880767,Property,228219,1958.12,2016-06-27,2017-11-09,Monthly,Terminated,CUST99468207,,
POL36025605,Auto,228030,226.82,2019-04-15,2022-04-11,Monthly,Active,CUST12356539,,
POL59624459,Auto,407423,387.92,2023-01-14,2028-05-20,Quarterly,Active,CUST32454205,,
POL67368474,Property,471245,1572.15,2023-02-11,2030-11-14,Annually,Active,CUST20529547,,
POL73942223,Life,482104,1646.7,2016-04-02,2022-05-07,Quarterly,Terminated,CUST97126861,,
POL07805552,Health,475069,275.47,2019-12-17,2028-06-10,Annually,Terminated,CUST04740255,,
POL44809724,Auto,486127,1665.58,2015-04-03,2022-06-29,Quarterly,Lapsed,CUST29404230,,
POL98234290,Health,424691,1286.53,2017-05-22,2027-03-04,Quarterly,Lapsed,CUST33648475,,
POL95715427,Property,329152,1935.18,2020-07-30,2026-10-24,Quarterly,Active,CUST94738616,,
POL14765103,Life,221346,1562.37,2020-02-24,2030-02-19,Annually,Lapsed,CUST36078159,,
POL20442417,Auto,414287,1834.74,2021-12-26,2030-06-20,Monthly,Lapsed,CUST01863550,,
POL91286503,Property,303843,811.94,2023-03-25,2027-05-14,Monthly,Active,CUST74736426,,
POL01605607,Property,191192,871.39,2022-10-16,2030-06-17,Annually,Terminated,CUST93161097,,
POL47675445,Life,46913,1507.31,2015-06-27,2021-04-07,Annually,Lapsed,CUST68846653,,
POL08617665,Life,357011,730.42,2016-07-11,2020-10-08,Quarterly,Lapsed,CUST86652981,,
POL13704102,Property,228947,1250.65,2020-07-18,2029-01-13,Quarterly,Lapsed,CUST45257347,,
POL56720424,Health,287023,776.56,2023-09-25,2027-10-10,Annually,Lapsed,CUST88009581,,
POL52358331,Auto,331163,639.27,2023-03-17,2029-07-15,Quarterly,Lapsed,CUST20921135,,
POL26714867,Auto,337408,1161.38,2022-07-24,2029-07-31,Quarterly,Lapsed,CUST32157622,,
POL96408694,Health,163191,723.4,2021-09-05,2028-04-22,Annually,Lapsed,CUST91459619,,
POL21669788,Property,31997,1802.15,2019-10-26,2022-02-11,Monthly,Terminated,CUST37359832,,
POL60705643,Health,487639,255.58,2015-05-08,2022-04-13,Annually,Lapsed,CUST80027772,,
POL70229811,Health,389191,1179.55,2024-04-17,2029-03-20,Monthly,Lapsed,CUST19195679,,
POL19452120,Life,61198,1878.79,2018-03-04,2024-05-11,Annually,Terminated,CUST79978670,,
POL73218489,Health,304863,1554.94,2024-02-16,2026-11-28,Annually,Lapsed,CUST37900794,,
POL31435265,Health,189439,1946.05,2016-06-18,2019-11-20,Monthly,Terminated,CUST69980952,,
POL88789148,Auto,270212,809.36,2022-03-01,2027-07-16,Annually,Active,CUST86867912,,
POL64141969,Property,137551,1300.3,2017-03-27,2022-06-11,Quarterly,Active,CUST01001245,,
POL31363009,Life,344240,852.36,2021-06-25,2022-09-17,Annually,Terminated,CUST59014511,,
POL84868487,Property,391619,788.66,2020-08-21,2024-03-03,Quarterly,Active,CUST63815413,,
POL62539686,Property,362011,1038.54,2021-05-10,2023-11-18,Monthly,Terminated,CUST63020146,,
POL51236806,Auto,236583,1086.27,2019-08-02,2028-10-13,Monthly,Active,CUST19204140,,
POL30197318,Health,62591,819.59,2017-12-04,2026-03-01,Annually,Lapsed,CUST50493367,,
POL97865190,Life,454722,463.41,2015-10-26,2018-03-27,Quarterly,Lapsed,CUST33962049,,
POL38512389,Health,345743,1259.81,2016-02-18,2022-02-06,Monthly,Active,CUST45173890,,
POL14455215,Health,163241,1423.99,2021-01-17,2026-04-06,Monthly,Lapsed,CUST83057986,,
POL42267896,Auto,365710,520.37,2022-07-01,2032-01-16,Quarterly,Active,CUST61706207,,
POL29424100,Life,265619,740.04,2015-03-04,2017-09-14,Annually,Active,CUST11501139,,
POL53549003,Life,340454,476.82,2020-12-03,2029-03-29,Quarterly,Terminated,CUST47448114,,
POL54969569,Auto,42367,1516.1,2019-09-15,2029-08-08,Annually,Active,CUST17011157,,
POL07284415,Auto,185232,287.54,2023-02-11,2032-08-15,Quarterly,Active,CUST46516721,,
POL21287950,Property,224757,1108.09,2023-01-20,2031-08-25,Annually,Active,CUST37390566,,
POL15359444,Life,294769,1229.77,2021-06-24,2026-01-18,Monthly,Active,CUST81146661,,
POL66244009,Property,360911,1840.32,2018-06-05,2020-09-07,Quarterly,Terminated,CUST18907875,,
POL40611534,Property,355093,604.17,2019-05-03,2023-12-14,Quarterly,Lapsed,CUST32236414,,
POL77001429,Property,470305,1498.57,2019-11-07,2023-11-18,Quarterly,Active,CUST30654514,,
POL40759511,Property,225190,534.89,2020-12-24,2022-12-18,Annually,Terminated,CUST86615154,,
POL14591104,Life,391988,661.38,2015-12-22,2023-04-07,Quarterly,Active,CUST71215012,,
POL66438707,Auto,433301,1324.12,2016-11-05,2026-05-29,Monthly,Lapsed,CUST87522482,,
POL76172999,Life,248155,1412.23,2018-04-09,2021-10-12,Annually,Terminated,CUST64085031,,
POL67720280,Auto,43275,862.99,2021-02-24,2030-11-23,Annually,Terminated,CUST28975795,,
POL14355937,Health,120124,553.28,2015-11-26,2023-05-12,Monthly,Active,CUST95377392,,
POL29498988,Life,224993,1910.14,2017-04-14,2021-06-14,Monthly,Lapsed,CUST66232963,,
POL61315068,Property,175289,315.09,2019-09-16,2021-02-25,Annually,Lapsed,CUST31631183,,
POL65528035,Property,309801,564.19,2017-02-21,2019-01-02,Quarterly,Terminated,CUST20186186,,
POL65618353,Auto,224578,159.69,2016-01-13,2023-12-17,Quarterly,Terminated,CUST24435883,,
POL96058521,Property,34948,526.21,2015-11-09,2023-02-13,Quarterly,Lapsed,CUST39372490,,
POL67127779,Property,233093,1212.78,2015-09-04,2021-09-29,Annually,Active,CUST53171437,,
POL61445310,Life,302693,1847.82,2021-02-06,2022-07-17,Annually,Terminated,CUST63724678,,
POL67671922,Life,290876,1951.29,2015-12-06,2024-02-01,Quarterly,Active,CUST08168341,,
POL18309119,Health,297065,106.34,2016-07-04,2019-07-11,Quarterly,Lapsed,CUST28996576,,
POL28992652,Property,396251,1929.51,2015-04-03,2023-08-24,Quarterly,Active,CUST26587958,,
POL67637922,Property,21841,1160.74,2020-06-06,2021-07-11,Annually,Active,CUST00900820,,
POL75124979,Health,382117,1146.3,2023-05-02,2025-06-16,Quarterly,Terminated,CUST29309248,,
POL25201250,Health,300347,1721.06,2019-10-14,2029-10-09,Quarterly,Terminated,CUST18765344,,
POL36178860,Property,423501,533.41,2020-07-24,2024-03-31,Monthly,Active,CUST02347590,,
POL96864283,Property,306076,1250.14,2020-09-20,2024-05-13,Annually,Active,CUST27496590,,
POL30587921,Life,362533,1974.61,2016-06-17,2019-04-24,Monthly,Terminated,CUST41142987,,
POL22529514,Health,435118,1113.81,2017-10-18,2024-02-23,Quarterly,Lapsed,CUST83922513,,
POL96516008,Auto,458895,1844.54,2023-10-31,2031-03-28,Annually,Active,CUST25676469,,
POL68934095,Health,373898,437.04,2021-10-15,2030-11-27,Quarterly,Active,CUST89223085,,
POL69146247,Auto,145752,1131.9,2023-07-16,2030-04-23,Annually,Lapsed,CUST42798343,,
POL85269593,Life,30906,1706.92,2015-10-25,2018-09-09,Annually,Active,CUST66474083,,
POL93482560,Life,158986,1007.6,2021-04-05,2031-03-22,Annually,Lapsed,CUST89101661,,
POL59942075,Health,76004,1934.4,2016-06-03,2024-06-27,Annually,Lapsed,CUST32114499,,
POL20216032,Property,254746,1045.2,2023-02-07,2032-11-15,Monthly,Active,CUST26743868,,
POL78697051,Life,454688,307.24,2024-08-22,2027-01-03,Quarterly,Lapsed,CUST88244823,,
POL89297739,Life,349813,1215.05,2019-05-20,2020-10-27,Quarterly,Terminated,CUST82932140,,
POL60364364,Auto,487086,915.07,2022-09-30,2030-09-27,Quarterly,Lapsed,CUST45636875,,
POL54717291,Life,34148,538.49,2022-08-03,2025-10-05,Quarterly,Active,CUST96159281,,
POL00366536,Health,146136,1864.68,2021-06-25,2025-09-15,Monthly,Active,CUST61923494,,
POL93538870,Life,322406,1183.28,2019-09-30,2025-07-19,Annually,Terminated,CUST29250902,,
POL23210845,Health,133414,1874.53,2024-02-28,2027-06-29,Monthly,Terminated,CUST96536738,,
POL46517848,Property,56093,1753.75,2015-05-07,2022-12-11,Annually,Terminated,CUST05051323,,
POL40234969,Health,235985,1308.12,2015-01-25,2018-06-27,Annually,Terminated,CUST96951275,,
POL69754204,Property,231815,1528.94,2016-10-21,2017-10-22,Annually,Terminated,CUST68876572,,
POL10073827,Life,408119,1173.31,2022-03-15,2029-05-29,Annually,Active,CUST52258185,,
POL30887755,Property,323791,199.98,2019-04-02,2025-01-13,Monthly,Terminated,CUST67943535,,
POL49795535,Life,271157,323.99,2023-03-10,2024-04-23,Annually,Active,CUST63812889,,
POL90223289,Auto,205730,1625.63,2024-11-26,2029-09-14,Annually,Lapsed,CUST95152808,,
POL27274188,Auto,379322,484.4,2016-08-31,2023-10-10,Annually,Terminated,CUST86816648,,
POL46676491,Property,370785,186.29,2015-07-12,2025-05-21,Annually,Terminated,CUST17383720,,
POL86778558,Property,221641,1755.02,2017-01-19,2022-02-16,Monthly,Active,CUST25671537,,
POL81385184,Life,201602,1732.07,2015-10-25,2019-09-06,Quarterly,Active,CUST93161097,,
POL27482488,Property,52783,1317.06,2015-07-12,2024-07-02,Annually,Lapsed,CUST13430900,,
POL50194049,Health,246750,361.86,2020-04-08,2025-02-02,Monthly,Terminated,CUST22490537,,
POL20586983,Life,150196,269.06,2017-02-09,2024-02-10,Quarterly,Lapsed,CUST16863839,,
POL25304698,Property,303383,1141.11,2017-08-13,2027-02-02,Quarterly,Lapsed,CUST31049765,,
POL41496276,Property,88711,1742.36,2016-06-08,2022-12-06,Annually,Terminated,CUST22118188,,
POL12907271,Property,327173,706.44,2022-12-25,2031-12-25,Annually,Terminated,CUST32700823,,
POL96746963,Auto,65835,1586.65,2020-02-19,2026-01-25,Quarterly,Lapsed,CUST84858008,,
POL75478196,Property,220170,1154.43,2023-04-07,2029-01-18,Annually,Active,CUST64682584,,
POL88242759,Health,271926,230.8,2017-04-27,2021-10-29,Monthly,Lapsed,CUST08387752,,
POL28656372,Property,345085,1104.95,2024-05-28,2031-01-04,Monthly,Terminated,CUST08154097,,
POL92941554,Life,209597,1659.06,2023-02-09,2029-12-03,Monthly,Terminated,CUST10552184,,
POL42603948,Health,298619,1673.89,2023-12-18,2027-10-05,Quarterly,Active,CUST64482109,,
POL30804068,Life,434911,445.35,2016-09-24,2023-04-23,Quarterly,Lapsed,CUST47582904,,
POL96558209,Auto,254781,1670.8,2016-01-27,2018-07-14,Quarterly,Active,CUST05897242,,
POL84343531,Auto,349322,495.45,2020-11-12,2029-03-03,Monthly,Lapsed,CUST42777695,,
POL20890655,Auto,272119,1307.56,2021-02-13,2029-12-31,Annually,Lapsed,CUST14953772,,
POL31763901,Auto,171473,897.33,2016-02-06,2017-12-03,Monthly,Active,CUST85581495,,
POL88518206,Auto,450291,1825.65,2023-03-21,2029-03-19,Quarterly,Terminated,CUST49376374,,
POL20430828,Life,135119,1342.94,2018-12-09,2021-03-04,Monthly,Terminated,CUST06926508,,
POL33767169,Auto,292971,1055.61,2021-06-26,2025-02-17,Annually,Lapsed,CUST18765344,,
POL30038118,Life,439468,321.28,2018-12-01,2022-03-27,Monthly,Terminated,CUST67038482,,
POL62289648,Health,71432,379.21,2024-05-23,2026-10-20,Quarterly,Active,CUST39001919,,
POL21715580,Life,333525,1914.35,2020-01-03,2029-04-26,Annually,Terminated,CUST21424834,,
POL41037493,Health,112193,679.6,2018-03-05,2020-02-17,Quarterly,Lapsed,CUST22335312,,
POL55128968,Auto,210704,245.88,2024-09-05,2028-02-08,Annually,Lapsed,CUST79383749,,
POL47956526,Property,116269,1057.17,2023-11-12,2025-05-18,Quarterly,Terminated,CUST34044455,,
POL03235385,Property,105032,727.74,2024-02-22,2033-02-28,Annually,Lapsed,CUST73711975,,
POL52722786,Life,184691,499.25,2020-02-03,2029-03-21,Annually,Active,CUST98994950,,
POL25640269,Life,126731,738.55,2021-08-15,2024-12-31,Quarterly,Active,CUST43023655,,
POL53561302,Property,91477,1956.72,2018-11-03,2025-12-26,Annually,Lapsed,CUST84093200,,
POL52255059,Property,486647,230.08,2018-01-24,2023-09-02,Monthly,Terminated,CUST54690850,,
POL84230041,Property,177246,1333.29,2023-06-20,2029-12-23,Quarterly,Lapsed,CUST97526474,,
POL96903028,Life,123036,1609.3,2016-01-15,2025-07-09,Monthly,Lapsed,CUST69457285,,
POL73079517,Health,488945,907.24,2024-10-08,2028-04-16,Monthly,Terminated,CUST89659415,,
POL19011462,Property,384067,1521,2020-01-18,2022-03-03,Monthly,Terminated,CUST93655605,,
POL54706486,Auto,126903,573.07,2017-04-20,2026-12-10,Monthly,Terminated,CUST14676481,,
POL43678761,Health,155638,1212.26,2016-04-26,2020-09-19,Annually,Active,CUST03874304,,
POL83977017,Auto,249865,882.2,2019-05-16,2024-04-14,Monthly,Lapsed,CUST60237755,,
POL71400772,Health,44504,1385.75,2024-05-27,2029-07-19,Annually,Lapsed,CUST41801829,,
POL58601836,Property,241257,407.29,2023-02-13,2030-09-28,Monthly,Active,CUST17787169,,
POL83778109,Life,373338,526.88,2018-11-20,2026-07-22,Annually,Active,CUST52851717,,
POL38146133,Property,58188,360.94,2021-01-07,2026-04-02,Quarterly,Active,CUST63841241,,
POL14796565,Auto,171785,913.38,2016-10-22,2025-03-15,Monthly,Terminated,CUST31812391,,
POL96087184,Health,369027,340.05,2015-08-26,2018-06-27,Annually,Lapsed,CUST58368389,,
POL79057725,Life,379889,1898.95,2023-07-09,2028-04-24,Quarterly,Lapsed,CUST67929017,,
POL62029185,Auto,315109,573.41,2020-12-01,2026-07-19,Monthly,Lapsed,CUST90806547,,
POL19136648,Auto,319402,834.19,2020-06-12,2027-03-15,Quarterly,Active,CUST88124412,,
POL35014451,Health,361787,1255.99,2021-08-08,2030-10-09,Monthly,Active,CUST52851717,,
POL08154404,Health,179446,1428.7,2021-05-01,2027-11-13,Monthly,Active,CUST01201519,,
POL02976851,Property,233166,425.24,2023-03-24,2024-07-27,Quarterly,Lapsed,CUST34283335,,
POL15219398,Health,113105,1851.53,2021-02-27,2024-09-07,Monthly,Active,CUST16857555,,
POL02004502,Auto,293668,1951.42,2020-04-11,2027-07-12,Monthly,Active,CUST68846653,,
POL68075927,Life,188294,1017.07,2018-04-04,2027-01-26,Quarterly,Active,CUST53295282,,
POL18418327,Auto,51703,1675.8,2016-03-30,2020-04-01,Quarterly,Lapsed,CUST10684171,,
POL88521632,Health,280862,438.96,2020-10-10,2027-11-27,Monthly,Active,CUST41800425,,
POL37930238,Life,33743,1454.74,2015-02-26,2018-07-09,Annually,Terminated,CUST63174810,,
POL31985660,Health,92197,1844.52,2016-07-08,2021-01-26,Annually,Lapsed,CUST90162029,,
POL91400674,Auto,495456,1677.08,2018-04-25,2022-08-19,Annually,Lapsed,CUST62754847,,
POL81031536,Health,214241,224.52,2018-11-10,2021-08-17,Quarterly,Lapsed,CUST61593818,,
POL29611472,Health,55341,509.76,2022-12-30,2027-12-07,Monthly,Lapsed,CUST90375310,,
POL00098040,Property,203852,1341.53,2017-08-10,2026-08-10,Quarterly,Active,CUST35741824,,
