Payment ID,Date of Payment,Amount Paid,Payment Method,Payment Status,Policy ID
PAY26922374,2024-01-28,1282.18,Cash,Failed,POL17396373
PAY43553167,2024-03-20,1424.3,Cash,Successful,POL78473646
PAY97847776,2023-10-09,1283.57,Credit Card,Successful,POL17443101
PAY06263183,2022-04-12,1361.96,Bank Transfer,Successful,POL46142999
PAY45302741,2023-11-14,182.39,Credit Card,Failed,POL49082754
PAY05517949,2024-03-08,252.58,Cash,Successful,POL97197934
PAY44095932,2024-05-03,1433.02,Credit Card,Successful,POL28937515
PAY21120571,2023-09-25,1298.84,Cash,Failed,POL69805915
PAY23871939,2022-05-31,563.91,Cash,Successful,POL45984534
PAY00110807,2024-05-07,400.36,Bank Transfer,Failed,POL06923773
PAY79844426,2022-10-20,597.17,Cash,Successful,POL04286300
PAY47274244,2022-10-28,1159.32,Cash,Failed,POL64141969
PAY89868276,2023-01-01,60.08,Bank Transfer,Failed,POL50406144
PAY84276929,2023-07-30,1342.2,Credit Card,Failed,POL82263236
PAY74340191,2022-04-23,406.53,Credit Card,Successful,POL47337085
PAY06102625,2023-04-01,748.63,Cash,Failed,POL93217359
PAY34583834,2022-06-04,94.09,Credit Card,Successful,POL76155355
PAY75333554,2024-05-26,1457.78,Cash,Successful,POL86946793
PAY31749889,2024-03-16,1243.07,Cash,Successful,POL11905173
PAY27884008,2022-10-10,265.74,Cash,Successful,POL36273981
PAY77210630,2024-03-26,401.11,Credit Card,Successful,POL71765111
PAY67458771,2022-06-13,593.66,Bank Transfer,Successful,POL31410779
PAY08405345,2022-10-02,1026.85,Bank Transfer,Successful,POL16164633
PAY61835139,2022-04-09,1241.47,Cash,Successful,POL91190170
PAY48676657,2024-08-30,809.93,Cash,Failed,POL32660341
PAY12824392,2022-05-16,1029.29,Cash,Failed,POL73019543
PAY39749255,2024-05-28,722.9,Bank Transfer,Successful,POL54520836
PAY95902189,2022-04-30,437.72,Cash,Failed,POL56451530
PAY64381265,2023-08-17,246.53,Cash,Failed,POL28472750
PAY36744804,2024-09-10,466.58,Bank Transfer,Successful,POL24987681
PAY29027382,2022-04-19,818.3,Bank Transfer,Successful,POL83165381
PAY03858290,2023-07-03,171.66,Bank Transfer,Failed,POL56896530
PAY43854571,2022-08-08,299.39,Credit Card,Failed,POL33527199
PAY31463045,2024-07-07,758.08,Bank Transfer,Successful,POL37924331
PAY49626021,2022-12-02,274,Bank Transfer,Failed,POL56933693
PAY12772964,2024-04-19,983.02,Bank Transfer,Failed,POL36836777
PAY84159192,2023-03-27,984.79,Cash,Failed,POL12917640
PAY40818030,2022-01-02,417.84,Bank Transfer,Successful,POL04896223
PAY50305595,2023-07-26,1190.84,Cash,Successful,POL04847102
PAY91998580,2023-02-15,694.14,Bank Transfer,Successful,POL00228879
PAY54499223,2024-03-02,472.19,Credit Card,Successful,POL82791377
PAY27539142,2023-10-25,1332.31,Credit Card,Successful,POL46352702
PAY99977100,2023-10-09,1276.9,Bank Transfer,Successful,POL35534292
PAY06077349,2024-05-23,261.2,Credit Card,Successful,POL34670863
PAY22389295,2022-08-19,317.48,Cash,Successful,POL43714068
PAY88199183,2022-05-22,211.62,Bank Transfer,Failed,POL94995920
PAY72534117,2022-06-09,1257.55,Cash,Failed,POL10353696
PAY65469050,2022-08-02,343.23,Bank Transfer,Failed,POL14765103
PAY71484369,2022-12-03,354.14,Cash,Failed,POL42258270
PAY62983057,2022-01-20,1416.79,Cash,Successful,POL52918990
PAY54337168,2024-06-12,445.69,Bank Transfer,Successful,POL20307557
PAY18491490,2023-09-08,1378.45,Credit Card,Failed,POL91869303
PAY44191305,2022-09-01,315.46,Cash,Successful,POL59080097
PAY62385959,2022-03-10,1000.78,Credit Card,Failed,POL23937265
PAY73772994,2022-06-28,880.45,Cash,Successful,POL89915201
PAY36931299,2024-07-02,1405.03,Cash,Successful,POL22939272
PAY97320705,2022-06-28,1348.35,Cash,Failed,POL42310944
PAY85429396,2024-03-19,1496.85,Credit Card,Failed,POL85323496
PAY71912019,2022-12-07,1273.58,Bank Transfer,Failed,POL52660613
PAY55951446,2022-07-20,493.31,Bank Transfer,Successful,POL83335990
PAY41155833,2023-02-25,1219.41,Credit Card,Failed,POL76589663
PAY54486159,2023-11-06,288.44,Credit Card,Failed,POL64810571
PAY71154884,2023-12-31,695.75,Bank Transfer,Failed,POL51145073
PAY99438445,2023-04-22,1086.79,Cash,Successful,POL80794764
PAY22293446,2022-11-01,1149.47,Bank Transfer,Failed,POL28002736
PAY13686048,2023-09-18,1493.77,Cash,Failed,POL21489269
PAY85762852,2024-09-17,722.63,Credit Card,Successful,POL27799003
PAY88942197,2023-04-23,722.9,Bank Transfer,Successful,POL27996809
PAY61435872,2022-07-08,837.62,Cash,Successful,POL01378372
PAY02175969,2022-06-22,75.36,Bank Transfer,Successful,POL63430600
PAY49704817,2024-08-29,452.54,Credit Card,Successful,POL73952203
PAY40411256,2023-11-01,103.87,Bank Transfer,Failed,POL26231753
PAY06479146,2023-05-12,1007.75,Credit Card,Successful,POL24578512
PAY02469078,2022-11-15,322.58,Cash,Failed,POL96147285
PAY65614407,2023-01-20,224.26,Cash,Successful,POL41015273
PAY51497361,2024-03-25,1443.78,Bank Transfer,Successful,POL05438535
PAY47696005,2024-11-26,1445.35,Cash,Failed,POL89376913
PAY77564853,2024-07-04,893.25,Credit Card,Successful,POL96864283
PAY26870433,2023-07-18,148.73,Credit Card,Successful,POL69821903
PAY37018694,2024-04-09,1049.91,Bank Transfer,Failed,POL79312567
PAY91255602,2023-09-13,1061.06,Cash,Failed,POL72712836
PAY75073186,2024-04-27,1209.57,Credit Card,Successful,POL43978572
PAY01828241,2023-08-05,294.92,Cash,Successful,POL13020656
PAY16391409,2023-11-11,251.23,Bank Transfer,Successful,POL04511784
PAY66794455,2024-12-04,1193.86,Credit Card,Successful,POL61863200
PAY87835593,2022-03-12,892.47,Credit Card,Failed,POL62189642
PAY04558026,2022-07-27,763.2,Bank Transfer,Successful,POL02457205
PAY85635192,2022-09-19,267.32,Bank Transfer,Successful,POL53955100
PAY14902712,2024-08-10,250.74,Cash,Successful,POL40270611
PAY67527577,2023-01-03,990.19,Bank Transfer,Successful,POL24807912
PAY94187072,2024-01-14,728.39,Credit Card,Failed,POL70775475
PAY29167944,2023-10-01,1406.88,Credit Card,Successful,POL87412754
PAY56522779,2023-05-24,1065.21,Cash,Successful,POL95423471
PAY66417029,2023-03-27,620.67,Credit Card,Failed,POL88760778
PAY72959287,2022-01-05,1267.47,Bank Transfer,Successful,POL23114064
PAY02843868,2022-06-08,1473.24,Bank Transfer,Successful,POL21013410
PAY69278023,2022-10-09,660.68,Cash,Failed,POL14316031
PAY24660942,2022-05-23,738.83,Bank Transfer,Successful,POL86602241
PAY72902734,2023-01-12,524,Credit Card,Failed,POL76939080
PAY77299118,2023-04-12,83.16,Credit Card,Successful,POL72000232
PAY72654410,2022-06-30,450.84,Bank Transfer,Successful,POL09523049
PAY74372094,2024-11-29,1232.5,Credit Card,Successful,POL24131589
PAY87026697,2024-09-13,514.51,Cash,Successful,POL38790391
PAY91124782,2023-09-10,1396.53,Cash,Successful,POL88392723
PAY81711070,2024-08-04,979.53,Bank Transfer,Successful,POL02586223
PAY36982586,2022-10-06,1162.34,Bank Transfer,Successful,POL48994632
PAY76558335,2022-02-12,309.34,Cash,Failed,POL39487176
PAY90838380,2024-11-09,410.67,Cash,Failed,POL37180601
PAY70577783,2024-02-12,291.31,Cash,Successful,POL91259489
PAY07109315,2023-06-08,211.89,Credit Card,Successful,POL50807231
PAY12326208,2023-07-29,269.91,Bank Transfer,Failed,POL41871042
PAY56981152,2022-04-22,695.07,Cash,Failed,POL81437012
PAY20399907,2022-04-02,934.63,Credit Card,Successful,POL47692099
PAY10079928,2023-09-19,1215.96,Credit Card,Failed,POL85755692
PAY77307425,2022-10-26,1316.38,Cash,Failed,POL97474248
PAY91658887,2024-07-04,742.46,Cash,Successful,POL69142405
PAY30421592,2024-07-18,645.69,Cash,Failed,POL26393538
PAY77491467,2023-07-01,1118.14,Bank Transfer,Successful,POL70419372
PAY15767479,2022-09-18,1470.08,Bank Transfer,Successful,POL87905050
PAY49098423,2024-08-30,129.18,Credit Card,Failed,POL80450492
PAY21819196,2022-03-15,948.66,Cash,Successful,POL83112617
PAY79655857,2022-08-11,433.61,Bank Transfer,Successful,POL76374292
PAY19073475,2024-04-23,62.39,Bank Transfer,Failed,POL49082754
PAY95181954,2023-05-19,1002.69,Bank Transfer,Successful,POL41613938
PAY60827794,2024-08-01,1430.52,Bank Transfer,Failed,POL96147285
PAY07629974,2023-07-03,1325.62,Credit Card,Successful,POL72122375
PAY10704837,2022-02-20,264.3,Credit Card,Failed,POL83835374
PAY41117099,2023-06-04,401.39,Bank Transfer,Successful,POL12256062
PAY05263381,2024-10-10,521.93,Bank Transfer,Failed,POL78017200
PAY32523488,2024-03-19,1220.5,Bank Transfer,Successful,POL56451530
PAY74838911,2022-10-28,264.9,Bank Transfer,Failed,POL37666205
PAY19167120,2022-12-11,1381.68,Bank Transfer,Failed,POL83133699
PAY70692314,2024-08-03,826.81,Bank Transfer,Successful,POL82338857
PAY43320830,2022-08-16,61.79,Credit Card,Successful,POL09141368
PAY44204479,2023-10-17,919.04,Bank Transfer,Successful,POL25690244
PAY46400563,2024-03-10,319.22,Credit Card,Successful,POL35985478
PAY00729513,2023-01-08,947.17,Cash,Successful,POL82676830
PAY63072760,2022-07-08,276.71,Cash,Successful,POL81437740
PAY47200755,2024-08-25,696.47,Credit Card,Failed,POL72353827
PAY78621104,2022-06-24,325.55,Bank Transfer,Successful,POL13266531
PAY53983513,2023-07-17,1160.08,Cash,Successful,POL20394281
PAY59489259,2022-04-23,203.14,Credit Card,Successful,POL15495647
PAY20153362,2023-02-16,543.49,Credit Card,Successful,POL22416756
PAY30266963,2024-06-04,164.73,Cash,Successful,POL01957491
PAY61779227,2022-12-05,1257.73,Bank Transfer,Successful,POL46236340
PAY75177627,2024-11-22,949.27,Credit Card,Failed,POL51049013
PAY74864238,2024-09-03,671.03,Credit Card,Failed,POL18306800
PAY61436625,2022-03-04,200.92,Bank Transfer,Successful,POL70403090
PAY70941728,2023-12-20,642.06,Cash,Failed,POL11950441
PAY23430562,2023-02-10,226.93,Cash,Successful,POL37660659
PAY93408897,2023-12-21,963.17,Credit Card,Successful,POL92547677
PAY70528559,2023-11-15,1350.48,Credit Card,Successful,POL98054081
PAY66153704,2023-11-24,268.02,Cash,Failed,POL69636143
PAY86949638,2024-08-04,1227.17,Credit Card,Failed,POL96200610
PAY01898886,2022-07-09,603.55,Cash,Successful,POL40926349
PAY15712117,2022-08-25,587.49,Credit Card,Failed,POL08698776
PAY66361600,2023-12-14,319.83,Cash,Successful,POL77178021
PAY52808740,2022-11-05,1161.18,Bank Transfer,Successful,POL48220371
PAY23957928,2024-08-28,239.32,Credit Card,Successful,POL66239036
PAY51334237,2023-07-25,656.82,Cash,Successful,POL07284415
PAY76301180,2022-12-26,415.92,Cash,Failed,POL53040094
PAY26160425,2022-05-14,63.43,Bank Transfer,Successful,POL25608418
PAY29283184,2023-03-13,1093.5,Credit Card,Successful,POL45551235
PAY91625721,2024-10-06,1477.26,Bank Transfer,Failed,POL66485877
PAY36973131,2024-06-24,810.78,Cash,Failed,POL85747478
PAY48743795,2024-09-11,1412.14,Bank Transfer,Successful,POL72072111
PAY72111575,2022-11-02,525.03,Bank Transfer,Failed,POL19720600
PAY98329137,2024-03-31,712.22,Bank Transfer,Successful,POL51974701
PAY62875741,2024-06-12,789.49,Cash,Failed,POL26162057
PAY87800874,2022-10-05,1310.75,Bank Transfer,Failed,POL89719894
PAY11550505,2024-01-17,503.48,Bank Transfer,Successful,POL12886983
PAY78174777,2024-12-13,629.3,Cash,Successful,POL50101215
PAY51356315,2023-04-17,941.15,Bank Transfer,Successful,POL05347013
PAY87881186,2022-09-16,1370.96,Cash,Successful,POL46435605
PAY54859943,2024-11-20,982.33,Bank Transfer,Successful,POL09280039
PAY40823196,2024-02-09,986.48,Bank Transfer,Successful,POL24029691
PAY47073681,2023-07-30,680.94,Credit Card,Successful,POL74142880
PAY23064770,2024-11-17,1321.66,Cash,Failed,POL92941554
PAY93941533,2022-12-30,330.12,Bank Transfer,Failed,POL92741100
PAY79380557,2022-03-14,174.52,Credit Card,Failed,POL71218396
PAY08481897,2024-10-03,1326.79,Cash,Successful,POL89029482
PAY05912245,2024-08-14,692.45,Cash,Successful,POL13276567
PAY64823336,2022-02-04,1103.64,Credit Card,Successful,POL73942123
PAY26022454,2024-05-21,821.35,Credit Card,Failed,POL32615380
PAY98412797,2023-03-29,313.32,Bank Transfer,Failed,POL35996382
PAY98332916,2022-07-22,721.35,Credit Card,Successful,POL69702312
PAY40451876,2024-01-06,936.5,Credit Card,Failed,POL94998693
PAY30379315,2024-06-10,67.66,Cash,Successful,POL21394556
PAY00044341,2024-11-21,574.89,Bank Transfer,Successful,POL61699231
PAY42797531,2024-07-04,835.15,Bank Transfer,Successful,POL05477127
PAY78158220,2024-01-23,971.82,Bank Transfer,Successful,POL82130427
PAY49969751,2023-01-19,465.15,Credit Card,Successful,POL61337531
PAY01426123,2024-06-19,322.92,Credit Card,Successful,POL63897899
PAY42556227,2022-12-25,168.11,Credit Card,Successful,POL32734237
PAY10662404,2023-04-26,147.87,Cash,Successful,POL06598618
PAY99728824,2024-09-03,886.04,Bank Transfer,Successful,POL69392450
PAY25772525,2024-02-23,1263.4,Bank Transfer,Successful,POL28972573
PAY95968518,2023-01-29,914.97,Cash,Failed,POL21436071
PAY72498248,2022-05-08,1403.78,Credit Card,Successful,POL48690249
PAY45980267,2022-03-17,481.13,Credit Card,Successful,POL38688649
PAY86661461,2023-12-18,479.58,Credit Card,Failed,POL15531962
PAY30875273,2023-08-09,60.64,Bank Transfer,Failed,POL72738203
PAY55428022,2024-12-14,1436.76,Credit Card,Failed,POL19433237
PAY19909935,2022-08-25,547.25,Cash,Failed,POL90998412
PAY78674334,2023-01-21,1365.7,Bank Transfer,Successful,POL20473959
PAY49771587,2023-10-08,748.3,Bank Transfer,Successful,POL22378115
PAY57356972,2024-09-04,547.29,Bank Transfer,Successful,POL20029148
PAY81463493,2023-04-17,651.92,Cash,Successful,POL51851655
PAY73645074,2023-01-24,166.72,Cash,Failed,POL46201776
PAY56497066,2022-07-29,1235.63,Credit Card,Successful,POL70827381
PAY64575857,2024-01-24,1362.8,Cash,Successful,POL68840569
PAY56109685,2022-11-20,289.75,Cash,Failed,POL33923599
PAY31726418,2023-02-07,557.58,Bank Transfer,Failed,POL62243302
PAY03428355,2023-12-09,852.21,Credit Card,Successful,POL95771628
PAY32828347,2022-02-09,1028.2,Credit Card,Failed,POL23057519
PAY00145328,2023-12-04,289.73,Cash,Successful,POL55835566
PAY55690603,2024-01-01,288.8,Cash,Successful,POL42604699
PAY41160888,2024-07-01,1130.05,Cash,Failed,POL40049374
PAY14674425,2023-03-06,100.12,Credit Card,Failed,POL38068729
PAY06607570,2023-05-06,713.97,Bank Transfer,Failed,POL70775475
PAY61536490,2023-12-09,1337.47,Credit Card,Failed,POL05845525
PAY09159322,2022-07-15,201.55,Bank Transfer,Successful,POL38530404
PAY04793253,2024-04-01,386.92,Credit Card,Failed,POL43731827
PAY94109064,2022-08-01,1201.49,Cash,Failed,POL17047233
PAY41118913,2023-05-30,518.17,Credit Card,Failed,POL19560921
PAY99318333,2022-03-21,181.69,Credit Card,Failed,POL50239325
PAY71561698,2024-07-27,334.39,Credit Card,Failed,POL46047482
PAY46269597,2023-11-05,1353.82,Cash,Failed,POL29802186
PAY20783715,2022-12-16,77.03,Cash,Failed,POL63789313
PAY23006627,2022-12-26,760.9,Credit Card,Failed,POL89915201
PAY43734373,2023-11-30,1267.66,Cash,Successful,POL52513124
PAY95838204,2024-03-25,1365.55,Credit Card,Failed,POL24753734
PAY18093060,2022-12-21,209.84,Credit Card,Successful,POL34609667
PAY16526846,2023-11-15,1474.55,Credit Card,Failed,POL29164247
PAY16346591,2024-03-14,105.59,Credit Card,Failed,POL87901583
PAY74832134,2024-09-10,707.62,Cash,Successful,POL47001756
PAY53110776,2023-04-14,1101.96,Bank Transfer,Successful,POL18306800
PAY57852423,2022-07-04,788.69,Cash,Successful,POL18109413
PAY01145965,2023-05-17,1297.2,Bank Transfer,Successful,POL75183965
PAY87708322,2022-04-20,127.91,Bank Transfer,Successful,POL50223733
PAY78456526,2023-09-16,811.41,Cash,Successful,POL08723809
PAY69851909,2023-11-23,1249.88,Bank Transfer,Failed,POL18917162
PAY87579313,2022-11-20,1062.67,Cash,Failed,POL82137065
PAY65601350,2022-05-08,1182.29,Bank Transfer,Failed,POL27188629
PAY06875110,2024-05-22,1154.41,Bank Transfer,Failed,POL40722779
PAY78428511,2023-07-20,604.28,Credit Card,Successful,POL37533829
PAY77623069,2024-09-26,1279.99,Bank Transfer,Successful,POL04051225
PAY77767397,2022-01-19,1474.95,Credit Card,Successful,POL13870747
PAY30086123,2024-12-08,112.04,Cash,Failed,POL17250525
PAY68425551,2022-10-01,653.86,Bank Transfer,Successful,POL63897899
PAY27875718,2022-10-31,1110.99,Cash,Failed,POL75284988
PAY93493108,2023-07-27,1375,Cash,Failed,POL06037561
PAY66614179,2022-07-21,839.58,Cash,Successful,POL96935129
PAY39765209,2023-06-08,1045.95,Credit Card,Successful,POL08713900
PAY18476671,2022-09-14,1326.82,Credit Card,Failed,POL93053026
PAY59051317,2024-09-26,1215.33,Credit Card,Successful,POL18044385
PAY20453554,2023-06-06,845.97,Bank Transfer,Successful,POL01562531
PAY99724251,2024-07-04,459.02,Credit Card,Failed,POL53146582
PAY33031956,2022-02-20,134.77,Bank Transfer,Failed,POL06415305
PAY26371901,2024-02-14,410.61,Credit Card,Failed,POL80996561
PAY89145878,2024-07-05,115.48,Cash,Successful,POL79993699
PAY21430800,2023-04-25,602.23,Credit Card,Successful,POL42401961
PAY44009842,2023-08-11,751.92,Cash,Failed,POL20325916
PAY21594368,2024-06-30,457.95,Bank Transfer,Successful,POL91400674
PAY29738015,2023-10-13,1352.59,Cash,Successful,POL52695927
PAY17531377,2023-04-17,1088,Cash,Failed,POL48412691
PAY22015900,2024-10-17,723.93,Credit Card,Failed,POL58185281
PAY18243015,2023-08-11,234.56,Cash,Successful,POL10264853
PAY75650015,2022-02-14,676.44,Cash,Failed,POL63230640
PAY05092526,2023-05-22,1173.58,Cash,Failed,POL53360521
PAY94529293,2022-09-28,1398.59,Cash,Failed,POL51145073
PAY71590700,2023-06-30,957.52,Cash,Failed,POL49583465
PAY48429953,2022-10-27,800.6,Cash,Successful,POL23603808
PAY24102898,2022-06-09,806.61,Cash,Failed,POL80450492
PAY90483900,2023-12-01,924.41,Bank Transfer,Successful,POL24582838
PAY30286836,2024-06-18,152.44,Bank Transfer,Failed,POL68700634
PAY87287089,2022-10-18,158.2,Credit Card,Failed,POL47434227
PAY23827026,2023-07-03,102.5,Cash,Successful,POL28936757
PAY50134425,2022-01-08,572.56,Credit Card,Failed,POL72517283
PAY54555735,2022-07-11,1236.71,Credit Card,Failed,POL67368474
PAY59707297,2022-01-24,1078.31,Credit Card,Failed,POL41959725
PAY64107704,2022-10-12,533.18,Bank Transfer,Failed,POL15877374
PAY22691202,2022-01-11,723.44,Bank Transfer,Successful,POL16364468
PAY09620950,2024-11-11,993.84,Credit Card,Successful,POL61757675
PAY13045433,2023-02-08,135.04,Cash,Successful,POL74477795
PAY64611661,2023-11-10,1463.3,Credit Card,Successful,POL94939056
PAY70516350,2023-09-19,683.8,Credit Card,Successful,POL88479195
PAY13736423,2022-01-12,1227.13,Bank Transfer,Failed,POL74324052
PAY56452684,2023-07-09,531.01,Bank Transfer,Successful,POL25608418
PAY12001207,2024-02-02,431.05,Bank Transfer,Failed,POL84035014
PAY88331018,2024-10-03,576.73,Bank Transfer,Failed,POL73582345
PAY16492924,2024-09-16,1238.81,Bank Transfer,Successful,POL30459208
PAY16217789,2023-09-25,441.33,Cash,Failed,POL29315631
PAY75801096,2023-10-03,195.02,Cash,Failed,POL12315723
PAY23550354,2023-06-20,466.37,Cash,Failed,POL06150370
PAY94358772,2023-03-18,355.78,Cash,Failed,POL39531025
PAY47827944,2023-11-03,435.75,Bank Transfer,Failed,POL89664710
PAY57916187,2022-05-30,286.08,Credit Card,Successful,POL81675097
PAY73664625,2024-03-21,694.38,Cash,Failed,POL92252183
PAY04094645,2023-03-24,450.7,Credit Card,Failed,POL46550237
PAY41093189,2024-03-18,462.24,Cash,Successful,POL56130497
PAY20017679,2024-08-10,1118.45,Credit Card,Successful,POL30804068
PAY26659615,2022-11-10,1204.23,Cash,Successful,POL00829050
PAY54166034,2023-09-26,1460.78,Bank Transfer,Successful,POL76701939
PAY45648549,2022-11-29,947.6,Bank Transfer,Failed,POL48026137
PAY30376230,2022-03-17,1140.09,Credit Card,Failed,POL32589913
PAY53488396,2023-06-24,457.97,Credit Card,Failed,POL69068296
PAY90198864,2023-02-20,247.48,Credit Card,Failed,POL09901587
PAY90544297,2024-08-11,1004.29,Cash,Successful,POL71689457
PAY71343433,2024-11-20,98.98,Cash,Successful,POL43112527
PAY12814717,2024-11-04,874.89,Bank Transfer,Successful,POL63375937
PAY40046171,2023-09-11,531.62,Cash,Successful,POL24211829
PAY27525989,2024-12-05,666.39,Cash,Failed,POL51395924
PAY89279099,2024-06-12,817.23,Credit Card,Successful,POL63051562
PAY98858307,2023-05-24,1262.97,Bank Transfer,Successful,POL15247636
PAY06088839,2023-09-21,1295.75,Credit Card,Successful,POL40926349
PAY68336906,2023-11-25,129.62,Bank Transfer,Successful,POL57894817
PAY07482536,2024-01-05,1218.71,Bank Transfer,Failed,POL40212338
PAY76125954,2024-08-06,131.86,Cash,Successful,POL68840569
PAY64935030,2022-11-19,598.4,Bank Transfer,Failed,POL64342111
PAY39335523,2021-12-31,463.7,Credit Card,Failed,POL38116452
PAY49171963,2022-11-07,797,Bank Transfer,Failed,POL96375176
PAY87287529,2022-02-13,1385.71,Credit Card,Failed,POL52327651
PAY19650385,2023-06-14,499.75,Bank Transfer,Successful,POL61900129
PAY74189876,2022-07-14,924.45,Bank Transfer,Failed,POL24708378
PAY57607065,2023-04-27,331.35,Cash,Failed,POL97021693
PAY15072207,2024-07-07,1430.48,Bank Transfer,Failed,POL94615763
PAY35646531,2023-11-13,99.16,Bank Transfer,Failed,POL87445905
PAY79014177,2023-01-31,1170.3,Bank Transfer,Failed,POL45105855
PAY90541327,2021-12-24,1277.32,Cash,Failed,POL59595706
PAY16271969,2022-10-31,1244.65,Cash,Successful,POL54437917
PAY15770113,2023-11-30,544.1,Cash,Successful,POL45455008
PAY17066582,2024-07-12,1111.02,Credit Card,Failed,POL15046507
PAY91302235,2024-11-22,898.29,Credit Card,Successful,POL77268137
PAY95004379,2022-10-14,878.43,Cash,Successful,POL14294149
PAY69561469,2022-10-06,1403.85,Cash,Successful,POL85853728
PAY71228916,2023-08-16,990.77,Cash,Successful,POL39807316
PAY70518692,2022-01-06,840.79,Bank Transfer,Successful,POL32368471
PAY16788372,2024-01-17,1335.44,Bank Transfer,Failed,POL00517693
PAY36277224,2022-02-14,541.15,Bank Transfer,Successful,POL64900151
PAY05504660,2022-03-31,340.97,Cash,Successful,POL08033487
PAY33863754,2024-07-14,601.14,Cash,Failed,POL47794870
PAY84437476,2023-06-26,1081.89,Bank Transfer,Successful,POL30621978
PAY86819434,2024-09-17,625.45,Credit Card,Successful,POL94564854
PAY55994374,2024-10-26,974.07,Bank Transfer,Successful,POL79306031
PAY99687432,2022-09-02,652.13,Cash,Successful,POL84662646
PAY76794792,2023-06-24,1183.66,Credit Card,Successful,POL12063534
PAY33505104,2022-06-25,1323.3,Bank Transfer,Failed,POL56891224
PAY27041188,2022-11-30,139.26,Cash,Failed,POL54521184
PAY41569807,2022-09-26,1127.62,Credit Card,Failed,POL20995447
PAY74836555,2024-03-16,717,Bank Transfer,Failed,POL09953966
PAY24602597,2024-05-26,118.85,Bank Transfer,Successful,POL62179381
PAY86518929,2022-04-17,1186.33,Bank Transfer,Successful,POL47419656
PAY43679914,2023-04-30,332.01,Cash,Failed,POL56127428
PAY76167482,2023-01-29,170.94,Cash,Failed,POL59607702
PAY06573615,2023-05-04,948.35,Cash,Failed,POL56063267
PAY34292910,2023-06-11,1389.71,Cash,Failed,POL89935970
PAY70052110,2023-03-05,1174.72,Credit Card,Successful,POL35164038
PAY84910388,2023-11-10,1114.6,Bank Transfer,Failed,POL71169830
PAY23715177,2023-08-13,1251.85,Credit Card,Successful,POL48790077
PAY38596388,2022-08-24,1279.78,Cash,Successful,POL63051562
PAY60885870,2024-04-15,1056.24,Bank Transfer,Failed,POL21231800
PAY57229918,2022-02-13,581.96,Cash,Successful,POL75720719
PAY70912861,2024-09-30,853.5,Credit Card,Failed,POL67383698
PAY89748481,2024-04-25,314.62,Credit Card,Failed,POL13756321
PAY34448237,2023-05-30,554.91,Bank Transfer,Failed,POL50892587
PAY70214589,2023-04-06,1321.52,Cash,Failed,POL68041288
PAY92705595,2024-09-12,627.95,Cash,Failed,POL27425814
PAY17532527,2023-02-25,1019.66,Credit Card,Successful,POL74756717
PAY71627582,2024-09-13,1080.92,Credit Card,Successful,POL96268176
PAY06107785,2022-06-30,1425.52,Bank Transfer,Failed,POL46471813
PAY80339845,2024-07-08,853.96,Bank Transfer,Successful,POL35206157
PAY37500391,2022-07-19,720.99,Credit Card,Failed,POL80674848
PAY17417662,2023-06-05,661.72,Bank Transfer,Failed,POL10635229
PAY58724587,2024-05-06,1068.93,Bank Transfer,Failed,POL36334787
PAY38199738,2024-05-20,329.12,Cash,Failed,POL71891068
PAY49439891,2022-05-31,1225.9,Cash,Successful,POL77983903
PAY45330678,2022-07-13,767.26,Cash,Failed,POL24753734
PAY29550347,2022-02-28,228.62,Bank Transfer,Failed,POL22613795
PAY31690011,2022-10-25,421.4,Bank Transfer,Successful,POL86347307
PAY66153736,2024-01-21,520.66,Bank Transfer,Successful,POL51999477
PAY56227234,2022-07-24,1292.73,Cash,Failed,POL88263060
PAY96419275,2024-03-26,874.26,Bank Transfer,Successful,POL68324145
PAY53864786,2023-11-27,1029.51,Bank Transfer,Failed,POL10423452
PAY36315044,2022-08-11,766.07,Credit Card,Failed,POL40028433
PAY88598994,2023-01-07,291.64,Credit Card,Failed,POL19053430
PAY51318676,2023-05-14,661.04,Bank Transfer,Successful,POL79993699
PAY54700652,2024-02-26,984.8,Cash,Successful,POL29024023
PAY06077372,2023-12-31,741.45,Credit Card,Successful,POL91532160
PAY52789735,2022-03-08,1369.6,Bank Transfer,Successful,POL97030178
PAY32819121,2024-02-22,903.75,Bank Transfer,Failed,POL66485877
PAY00815688,2023-01-27,1320.42,Bank Transfer,Failed,POL52791225
PAY26114606,2024-09-08,1111.49,Cash,Successful,POL46952826
PAY89628579,2024-04-18,1097.62,Cash,Successful,POL50807231
PAY66127225,2024-01-03,1292.12,Bank Transfer,Successful,POL92252183
PAY44999696,2022-09-21,616.74,Cash,Failed,POL80552860
PAY61489874,2022-03-18,977.56,Credit Card,Successful,POL32979560
PAY68056293,2023-10-13,619.73,Cash,Failed,POL31888448
PAY11812591,2023-01-13,1479.96,Credit Card,Successful,POL73788724
PAY39912568,2024-05-15,987.52,Cash,Failed,POL68286311
PAY96432320,2023-11-25,965.81,Credit Card,Successful,POL22702092
PAY23303664,2022-01-06,627.43,Credit Card,Successful,POL46194153
PAY76393179,2024-03-12,170.52,Credit Card,Failed,POL81188650
PAY25268597,2023-12-07,437.68,Credit Card,Failed,POL55243233
PAY25019328,2024-12-15,1264.99,Cash,Successful,POL11755321
PAY96741704,2024-11-26,122.38,Bank Transfer,Failed,POL27435543
PAY07105340,2024-04-15,820.11,Credit Card,Failed,POL27597307
