Agent ID,Renewal Status,Policy Discounts,Risk Score,Policy ID
AGT02476404,Pending,43,46,POL23901301
AGT06420209,Renewed,44,94,POL08197937
AGT85751712,Pending,23,66,POL84222350
AGT58061031,Renewed,25,55,POL25301637
AGT02648298,Not Renewed,21,94,POL82345838
AGT62635303,Pending,35,74,POL31362262
AGT62747886,Not Renewed,28,12,POL79392367
AGT31916170,Pending,48,79,POL74198912
AGT05966052,Not Renewed,1,61,POL10977821
AGT05912434,Renewed,24,59,POL97876617
AGT44431328,Not Renewed,37,61,POL22375772
AGT98447599,Renewed,11,67,POL31916884
AGT34538002,Renewed,46,84,POL24429033
AGT81814264,Not Renewed,7,43,POL17342511
AGT26473808,Pending,5,10,POL28677105
AGT59533863,Not Renewed,41,47,POL43732564
AGT85205073,Pending,43,29,POL28314464
AGT55757779,Pending,23,83,POL35204353
AGT39041841,Renewed,11,98,POL89399063
AGT29990814,Not Renewed,33,92,POL87120286
AGT31154354,Not Renewed,3,12,POL88760778
AGT93860226,Pending,32,52,POL38861643
AGT49379858,Renewed,24,2,POL65184917
AGT66261229,Renewed,19,5,POL04610081
AGT06371460,Pending,35,65,POL69425319
AGT43457015,Renewed,38,47,POL61904449
AGT87793012,Pending,40,56,POL08522082
AGT88131281,Pending,27,4,POL26393538
AGT19656249,Renewed,7,36,POL06555482
AGT37277935,Renewed,22,72,POL51635359
AGT04603007,Pending,36,1,POL54944417
AGT63825566,Pending,27,16,POL75180219
AGT61583597,Renewed,29,30,POL47276552
AGT45464266,Not Renewed,11,9,POL86600900
AGT21759723,Renewed,33,84,POL26378825
AGT78086342,Pending,21,32,POL84891597
AGT28327877,Renewed,16,28,POL15359694
AGT68200787,Pending,40,87,POL30896226
AGT40762647,Pending,49,88,POL16164633
AGT30959451,Pending,15,90,POL98820628
AGT75824962,Renewed,7,36,POL59124038
AGT05656511,Renewed,29,72,POL22790609
AGT56334213,Renewed,24,54,POL12164019
AGT85551395,Pending,32,7,POL23434715
AGT14165582,Pending,37,1,POL52695927
AGT65344188,Renewed,20,11,POL46053164
AGT43421957,Not Renewed,1,5,POL88066577
AGT88273518,Not Renewed,41,95,POL52513124
AGT65833205,Not Renewed,43,54,POL40868193
AGT12674381,Renewed,48,72,POL03499905
AGT79816424,Renewed,28,3,POL04124548
AGT84909387,Renewed,46,89,POL56626279
AGT69337481,Renewed,28,92,POL39998865
AGT63474684,Not Renewed,11,78,POL10684748
AGT80429019,Pending,37,11,POL02457205
AGT01981770,Not Renewed,14,49,POL02648001
AGT75736162,Renewed,26,42,POL55664607
AGT97739615,Pending,34,59,POL28148630
AGT96434627,Pending,25,16,POL09901587
AGT54314190,Pending,13,88,POL36630030
AGT68286252,Renewed,16,57,POL64256700
AGT58453092,Renewed,13,15,POL58122170
AGT51826639,Pending,19,59,POL12256062
AGT64164459,Renewed,47,39,POL08155490
AGT30254491,Renewed,30,95,POL69073858
AGT16125272,Pending,12,54,POL37924331
AGT08832748,Renewed,20,66,POL43127976
AGT85334709,Not Renewed,46,56,POL29336617
AGT41521056,Renewed,23,87,POL83145179
AGT88219082,Renewed,36,42,POL75352154
AGT57701369,Pending,28,40,POL17421087
AGT61217081,Renewed,6,72,POL77086340
AGT45436816,Renewed,18,74,POL63778192
AGT98970807,Not Renewed,13,68,POL35541554
AGT53986465,Renewed,6,38,POL43027986
AGT98084318,Pending,22,92,POL92525583
AGT82931233,Not Renewed,8,27,POL62259131
AGT52002950,Not Renewed,38,11,POL54226110
AGT72613407,Pending,7,73,POL76710986
AGT99044948,Not Renewed,10,26,POL18290935
AGT39654470,Pending,5,93,POL05034207
AGT69549664,Pending,49,79,POL81521713
AGT44269883,Renewed,16,75,POL11435433
AGT32732651,Pending,38,63,POL70589278
AGT64150884,Not Renewed,22,46,POL23193106
AGT57725772,Renewed,21,20,POL96147285
AGT75628110,Renewed,30,56,POL40212338
AGT99948373,Renewed,46,25,POL36802897
AGT35407404,Renewed,7,20,POL45419104
AGT41054197,Pending,41,59,POL98813677
AGT62348335,Not Renewed,20,19,POL40028433
AGT53755121,Pending,6,19,POL59298156
AGT37596299,Renewed,15,81,POL78634856
AGT04299920,Not Renewed,15,56,POL32067182
AGT61732057,Pending,26,67,POL97015902
AGT11947668,Pending,26,37,POL01434989
AGT91210901,Not Renewed,4,95,POL02157251
AGT61308127,Renewed,15,97,POL04717815
AGT06973408,Renewed,7,81,POL00829050
AGT07096555,Not Renewed,45,86,POL98604785
AGT70963454,Renewed,0,18,POL88842514
AGT63428724,Pending,13,51,POL76182613
AGT05245704,Pending,1,65,POL86384869
AGT31079357,Renewed,1,45,POL84123482
AGT81437309,Not Renewed,19,56,POL23562501
AGT43711261,Renewed,16,4,POL48245779
AGT86966383,Not Renewed,48,59,POL61900129
AGT14077432,Not Renewed,34,82,POL48633548
AGT15131295,Pending,24,52,POL79940322
AGT00562459,Not Renewed,45,94,POL04511784
AGT07411736,Pending,14,53,POL86724189
AGT96096224,Renewed,48,38,POL71033011
AGT82469905,Not Renewed,34,60,POL85605519
AGT38254927,Renewed,21,65,POL74831187
AGT09697566,Not Renewed,17,94,POL20532227
AGT85882780,Pending,36,8,POL21319320
AGT18072639,Renewed,32,79,POL75362203
AGT34797163,Pending,44,90,POL16340905
AGT55630833,Pending,0,31,POL78880767
AGT22690008,Pending,24,25,POL36025605
AGT92807477,Renewed,30,16,POL59624459
AGT57481792,Renewed,34,66,POL67368474
AGT38391593,Not Renewed,27,4,POL73942223
AGT74549109,Not Renewed,22,78,POL07805552
AGT88013826,Pending,14,57,POL44809724
AGT38830499,Not Renewed,4,87,POL98234290
AGT00573163,Not Renewed,2,14,POL95715427
AGT12729141,Renewed,43,56,POL14765103
AGT20088574,Renewed,45,42,POL20442417
AGT50783085,Pending,10,47,POL91286503
AGT42029516,Not Renewed,21,89,POL01605607
AGT93209546,Not Renewed,29,61,POL47675445
AGT14590693,Pending,45,8,POL08617665
AGT88129465,Renewed,19,3,POL13704102
AGT67720466,Renewed,40,22,POL56720424
AGT81169687,Not Renewed,17,18,POL52358331
AGT10868233,Not Renewed,0,3,POL26714867
AGT16134988,Not Renewed,17,100,POL96408694
AGT29833843,Pending,48,12,POL21669788
AGT43376968,Not Renewed,9,26,POL60705643
AGT97919419,Renewed,50,61,POL70229811
AGT65153747,Not Renewed,27,32,POL19452120
AGT47633014,Pending,4,97,POL73218489
AGT41880702,Renewed,27,61,POL31435265
AGT83891863,Pending,46,94,POL88789148
AGT23606891,Renewed,2,31,POL64141969
AGT58657366,Not Renewed,25,97,POL31363009
AGT83661788,Renewed,8,86,POL84868487
AGT30565220,Not Renewed,38,29,POL62539686
AGT26395524,Pending,16,61,POL51236806
AGT03095804,Pending,49,30,POL30197318
AGT59213562,Pending,1,52,POL97865190
AGT75869040,Not Renewed,38,38,POL38512389
AGT56051280,Renewed,19,28,POL14455215
AGT24926928,Not Renewed,42,61,POL42267896
AGT76160927,Renewed,1,29,POL29424100
AGT73166277,Pending,27,5,POL53549003
AGT08115047,Renewed,18,15,POL54969569
AGT02797897,Renewed,13,34,POL07284415
AGT69679314,Not Renewed,4,90,POL21287950
AGT56507346,Pending,42,64,POL15359444
AGT02449455,Not Renewed,31,46,POL66244009
AGT00346378,Pending,48,9,POL40611534
AGT84635887,Not Renewed,35,78,POL77001429
AGT67358626,Not Renewed,23,81,POL40759511
AGT89682824,Renewed,2,77,POL14591104
AGT88751659,Pending,15,98,POL66438707
AGT20943328,Pending,25,4,POL76172999
AGT28763285,Pending,41,61,POL67720280
AGT98142409,Not Renewed,3,59,POL14355937
AGT12006924,Not Renewed,19,90,POL29498988
AGT49355362,Not Renewed,13,41,POL61315068
AGT46957013,Renewed,34,18,POL65528035
AGT81468446,Pending,5,14,POL65618353
AGT72289960,Renewed,15,39,POL96058521
AGT14072751,Renewed,43,22,POL67127779
AGT57338609,Renewed,11,36,POL61445310
AGT46006168,Pending,33,73,POL67671922
AGT50981591,Not Renewed,7,61,POL18309119
AGT05564365,Renewed,14,76,POL28992652
AGT15766440,Not Renewed,28,33,POL67637922
AGT26629197,Renewed,32,53,POL75124979
AGT91018806,Not Renewed,32,58,POL25201250
AGT47881343,Not Renewed,50,8,POL36178860
AGT16307208,Pending,12,83,POL96864283
AGT55273344,Renewed,34,100,POL30587921
AGT94025542,Not Renewed,43,29,POL22529514
AGT39552710,Renewed,39,11,POL96516008
AGT30565600,Not Renewed,21,24,POL68934095
AGT87417882,Renewed,6,63,POL69146247
AGT45013372,Not Renewed,27,79,POL85269593
AGT02651904,Renewed,7,48,POL93482560
AGT29833323,Renewed,33,3,POL59942075
AGT54758282,Pending,11,14,POL20216032
AGT93366101,Pending,40,74,POL78697051
AGT00197032,Renewed,38,60,POL89297739
AGT36321353,Pending,50,94,POL60364364
AGT79217245,Renewed,11,68,POL54717291
AGT07576278,Renewed,42,89,POL00366536
AGT15991720,Renewed,31,66,POL93538870
AGT52937021,Not Renewed,43,69,POL23210845
AGT12172616,Not Renewed,37,4,POL46517848
AGT09841673,Renewed,4,4,POL40234969
AGT07061483,Pending,11,81,POL69754204
AGT32337388,Not Renewed,49,31,POL10073827
AGT19168304,Pending,40,94,POL30887755
AGT59189221,Not Renewed,23,30,POL49795535
AGT29957643,Pending,0,6,POL90223289
AGT73792334,Renewed,8,61,POL27274188
AGT03949853,Pending,44,18,POL46676491
AGT67583439,Renewed,1,33,POL86778558
AGT86920812,Not Renewed,24,87,POL81385184
AGT73071730,Pending,49,37,POL27482488
AGT96530296,Renewed,48,73,POL50194049
AGT12335200,Renewed,5,78,POL20586983
AGT56831474,Not Renewed,48,41,POL25304698
AGT43755776,Pending,0,40,POL41496276
AGT65934030,Renewed,41,1,POL12907271
AGT55762691,Pending,36,31,POL96746963
AGT26621568,Not Renewed,35,49,POL75478196
AGT81867545,Not Renewed,42,34,POL88242759
AGT46315268,Renewed,27,90,POL28656372
AGT68228532,Not Renewed,11,74,POL92941554
AGT93374084,Pending,39,70,POL42603948
AGT74078597,Not Renewed,21,46,POL30804068
AGT26129832,Renewed,45,35,POL96558209
AGT18795535,Pending,28,55,POL84343531
AGT10838481,Renewed,50,76,POL20890655
AGT42873048,Pending,36,52,POL31763901
AGT59419768,Not Renewed,29,6,POL88518206
AGT00625466,Pending,6,54,POL20430828
AGT29952211,Renewed,45,48,POL33767169
AGT63689691,Renewed,2,31,POL30038118
AGT75211024,Not Renewed,6,49,POL62289648
AGT80094708,Not Renewed,16,87,POL21715580
AGT77571203,Not Renewed,43,9,POL41037493
AGT30986582,Pending,50,6,POL55128968
AGT21349129,Not Renewed,48,99,POL47956526
AGT34902844,Renewed,47,4,POL03235385
AGT83406525,Pending,22,49,POL52722786
AGT96497921,Renewed,3,76,POL25640269
AGT46728575,Not Renewed,29,37,POL53561302
AGT97631888,Not Renewed,13,26,POL52255059
AGT32306241,Not Renewed,1,9,POL84230041
AGT62904539,Pending,24,25,POL96903028
AGT18666173,Pending,17,60,POL73079517
AGT37211300,Pending,47,64,POL19011462
AGT51927059,Pending,45,55,POL54706486
AGT91388599,Renewed,48,65,POL43678761
AGT26133326,Pending,49,47,POL83977017
AGT58587520,Pending,25,83,POL71400772
AGT89927126,Renewed,50,37,POL58601836
AGT50969643,Renewed,45,42,POL83778109
AGT85358826,Not Renewed,49,34,POL38146133
AGT13043791,Renewed,19,44,POL14796565
AGT63069888,Pending,5,3,POL96087184
AGT36490729,Renewed,7,25,POL79057725
AGT25782094,Pending,28,92,POL62029185
AGT40084829,Not Renewed,10,66,POL19136648
AGT17524672,Not Renewed,21,80,POL35014451
AGT87317172,Renewed,31,46,POL08154404
AGT76738392,Renewed,1,25,POL02976851
AGT26453745,Renewed,15,32,POL15219398
AGT17637183,Pending,38,94,POL02004502
AGT13767934,Not Renewed,9,1,POL68075927
AGT93130056,Not Renewed,34,96,POL18418327
AGT30186274,Not Renewed,29,19,POL88521632
AGT69610323,Renewed,25,23,POL37930238
AGT60670465,Not Renewed,22,34,POL31985660
AGT07207358,Pending,29,4,POL91400674
AGT72564820,Not Renewed,31,91,POL81031536
AGT96449919,Not Renewed,19,28,POL29611472
AGT88151205,Pending,35,68,POL00098040
AGT93733147,Pending,24,33,POL40675143
AGT07859060,Renewed,40,98,POL89307610
AGT25206036,Not Renewed,41,6,POL60446512
AGT98613756,Pending,2,38,POL05732991
AGT27763221,Renewed,0,73,POL21516037
AGT47958519,Pending,11,81,POL39742907
AGT86080017,Pending,14,77,POL81184933
AGT82368510,Not Renewed,0,40,POL17133126
AGT41992202,Pending,22,41,POL67018268
AGT77288379,Not Renewed,46,48,POL45309482
AGT04014197,Not Renewed,27,4,POL74252623
AGT10039728,Pending,40,52,POL39439149
AGT93111490,Not Renewed,16,66,POL85778451
AGT97533005,Pending,18,81,POL32471473
AGT05371611,Renewed,2,32,POL17218507
AGT10306413,Pending,25,54,POL38618818
AGT60221008,Pending,26,63,POL87833198
AGT18600758,Pending,3,6,POL27486372
AGT52621500,Pending,8,28,POL41321341
AGT25547705,Pending,49,57,POL23863946
AGT86525262,Renewed,11,72,POL36453165
AGT12999473,Pending,16,95,POL58976794
AGT67430832,Renewed,10,95,POL00118999
AGT53555136,Pending,30,51,POL35077867
AGT86717633,Renewed,41,91,POL62171189
AGT53086887,Not Renewed,18,26,POL78699699
AGT38595191,Not Renewed,33,55,POL73601567
AGT37853667,Renewed,8,93,POL83104314
AGT81799707,Renewed,46,52,POL02082012
AGT42385083,Not Renewed,9,4,POL31666008
AGT96781420,Pending,36,11,POL11983298
AGT61246211,Not Renewed,39,38,POL89029482
AGT58075537,Pending,29,87,POL53158562
AGT00173272,Not Renewed,46,27,POL97641219
AGT41130537,Not Renewed,24,12,POL12964771
AGT52502893,Pending,27,4,POL88689818
AGT34545975,Renewed,39,11,POL87067112
AGT01068051,Renewed,38,80,POL10286073
AGT98549683,Pending,7,5,POL45751576
AGT77357291,Pending,15,57,POL10282211
AGT47504739,Pending,10,4,POL95945115
AGT18273229,Pending,3,43,POL56070761
AGT17395828,Not Renewed,44,40,POL20898219
AGT68037540,Not Renewed,45,4,POL67718623
AGT47652412,Not Renewed,16,58,POL85323496
AGT36384581,Pending,2,94,POL98380131
AGT40466045,Not Renewed,24,14,POL97760999
AGT19094834,Not Renewed,28,70,POL00966757
AGT70004940,Renewed,20,6,POL40722779
AGT49883443,Not Renewed,23,40,POL87901583
AGT43392243,Not Renewed,5,99,POL30115645
AGT36733541,Not Renewed,29,100,POL38850914
AGT36138436,Pending,32,31,POL28044403
AGT78493000,Renewed,8,12,POL47455160
AGT21689798,Pending,34,9,POL24535727
AGT98439665,Pending,28,15,POL80084188
AGT44120602,Not Renewed,38,25,POL86311046
AGT11784715,Pending,26,86,POL03884605
AGT84891354,Not Renewed,44,31,POL37303684
AGT12574860,Not Renewed,50,72,POL77070013
AGT23014500,Not Renewed,17,26,POL07540260
AGT22278826,Renewed,37,64,POL18985962
AGT72464725,Not Renewed,13,29,POL61786939
AGT42428773,Pending,16,98,POL06987694
AGT88782271,Renewed,44,99,POL21410812
AGT83811414,Pending,18,68,POL48634910
AGT83424131,Pending,50,66,POL99936607
AGT95612851,Not Renewed,41,46,POL55377332
AGT08510639,Not Renewed,21,88,POL09053359
AGT35108816,Pending,22,9,POL26420272
AGT73992431,Pending,8,35,POL43096448
AGT28600075,Pending,13,80,POL45440962
AGT63382274,Renewed,32,50,POL89942249
AGT99761483,Not Renewed,20,71,POL76474786
AGT59761115,Not Renewed,1,91,POL19289234
AGT49421659,Pending,22,20,POL25546683
AGT18265451,Not Renewed,9,30,POL74112485
AGT72452803,Pending,40,93,POL63539662
AGT70103602,Not Renewed,16,87,POL97583432
AGT16948019,Renewed,13,50,POL43412607
AGT80184738,Pending,22,93,POL20142865
AGT52933553,Not Renewed,27,5,POL12796587
AGT02754545,Pending,9,46,POL78277290
AGT74959327,Not Renewed,2,48,POL27171310
AGT86552231,Not Renewed,39,8,POL64858473
AGT33900051,Pending,45,45,POL63887915
AGT14657798,Renewed,18,36,POL87573741
AGT62149408,Not Renewed,8,77,POL28804957
AGT00474471,Not Renewed,38,89,POL19694591
AGT37184585,Renewed,7,22,POL28503798
AGT30440202,Renewed,0,50,POL12582263
AGT76455407,Renewed,21,6,POL91022506
AGT14444736,Not Renewed,8,56,POL03315797
AGT97442629,Pending,4,97,POL45551235
AGT22254996,Pending,37,88,POL77208632
AGT43241111,Renewed,26,36,POL22260500
AGT91448841,Renewed,14,97,POL36836777
AGT96209356,Renewed,0,55,POL96268536
AGT00247557,Renewed,18,24,POL91407611
AGT43354582,Not Renewed,39,31,POL64095916
AGT08121325,Pending,4,7,POL64740997
AGT83659271,Not Renewed,23,38,POL06176964
AGT45357264,Not Renewed,36,17,POL86552601
AGT42185776,Pending,46,22,POL98182454
AGT19048580,Pending,49,73,POL04470175
AGT12331751,Not Renewed,23,4,POL36184966
AGT63517100,Renewed,17,67,POL11905173
AGT58785205,Pending,48,70,POL22934928
AGT49258624,Renewed,35,79,POL51486527
AGT06708094,Renewed,9,23,POL67871269
AGT68480769,Not Renewed,26,87,POL52660613
AGT26162583,Pending,50,84,POL42173168
AGT25115156,Not Renewed,21,68,POL63448098
AGT95285941,Renewed,1,59,POL76633333
AGT06506172,Pending,12,12,POL87098270
AGT89727357,Not Renewed,3,31,POL21241927
AGT04211473,Pending,23,33,POL78474617
AGT55121303,Pending,29,85,POL40740703
AGT29073945,Renewed,23,49,POL01356668
AGT12724194,Pending,33,35,POL81358654
AGT83205981,Pending,16,3,POL42512488
AGT20672034,Renewed,22,64,POL62388376
AGT19741940,Renewed,5,90,POL64728367
AGT14252813,Renewed,40,37,POL91325406
AGT37248486,Pending,36,94,POL94038390
AGT84929713,Renewed,32,73,POL93764594
AGT54486586,Not Renewed,28,1,POL01140651
AGT54256320,Pending,33,65,POL64671018
AGT03360459,Pending,25,22,POL23937265
AGT48231852,Pending,25,22,POL91701869
AGT38877599,Renewed,33,84,POL40774086
AGT66023762,Renewed,49,17,POL84330960
AGT81319789,Renewed,49,42,POL75156897
AGT77316919,Not Renewed,9,26,POL03406980
AGT32462707,Pending,0,18,POL56170272
AGT91349790,Renewed,9,59,POL06989593
AGT38114278,Renewed,3,32,POL13962079
AGT89796528,Pending,15,53,POL77110214
AGT79772172,Pending,25,68,POL97704616
AGT80829890,Renewed,26,28,POL73955380
AGT12129572,Renewed,28,93,POL30994827
AGT47285986,Renewed,28,52,POL38939218
AGT92967092,Not Renewed,41,81,POL58199739
AGT65426894,Renewed,42,61,POL75203791
AGT07169713,Not Renewed,8,52,POL22369979
AGT50316228,Not Renewed,9,5,POL91441410
AGT60891632,Renewed,48,6,POL32215970
AGT83001891,Pending,45,60,POL56805499
AGT68374644,Not Renewed,0,62,POL76750122
AGT48036704,Renewed,23,76,POL47066048
AGT77850944,Not Renewed,41,61,POL62091024
AGT57302101,Not Renewed,28,53,POL58715038
AGT15756887,Not Renewed,40,64,POL70045571
AGT04584769,Pending,4,4,POL81553263
AGT64197733,Renewed,3,14,POL37915217
AGT53884762,Not Renewed,9,64,POL63019087
AGT47983138,Renewed,9,44,POL00522342
AGT95014160,Not Renewed,46,89,POL69392450
AGT44934759,Not Renewed,28,4,POL34341867
AGT82108666,Renewed,31,95,POL31153725
AGT75019328,Pending,33,40,POL39193067
AGT15230030,Renewed,17,95,POL33662070
AGT51779299,Not Renewed,44,48,POL99490154
AGT14013900,Renewed,12,43,POL43721127
AGT97836682,Not Renewed,46,94,POL13412239
AGT84957195,Renewed,8,42,POL84437998
AGT85481852,Renewed,16,47,POL50009102
AGT86128104,Renewed,19,94,POL30766028
AGT03705299,Not Renewed,4,90,POL96139840
AGT77715399,Not Renewed,15,9,POL17393791
AGT47010260,Renewed,11,29,POL47946595
AGT07358666,Renewed,41,20,POL54898212
AGT50916271,Not Renewed,29,56,POL14997788
AGT94908448,Not Renewed,25,56,POL74506974
AGT40027662,Pending,38,30,POL48888144
AGT88015930,Not Renewed,21,24,POL72956351
AGT51460823,Not Renewed,32,18,POL76210793
AGT60208260,Not Renewed,17,99,POL68286311
AGT67415741,Renewed,49,82,POL08571799
AGT96138529,Renewed,2,72,POL09476789
AGT76784246,Not Renewed,30,16,POL53146582
AGT30056796,Pending,36,48,POL43155265
AGT73073808,Not Renewed,21,35,POL81367269
AGT47218350,Not Renewed,30,40,POL84399262
AGT77905501,Pending,45,95,POL54524104
AGT89587093,Not Renewed,40,31,POL60803243
AGT75693992,Pending,19,41,POL32589913
AGT05069510,Pending,26,74,POL98908747
AGT21772764,Pending,6,90,POL37348106
AGT49234566,Not Renewed,45,55,POL17461415
AGT62659202,Pending,33,78,POL35439402
AGT33614091,Pending,10,54,POL65459247
AGT26580039,Not Renewed,41,72,POL15577075
AGT02908138,Not Renewed,27,45,POL16364468
AGT50674150,Not Renewed,8,64,POL22271139
AGT58628205,Pending,47,73,POL36347723
AGT47043352,Not Renewed,9,46,POL02555675
AGT64161539,Pending,46,5,POL71161359
AGT01795658,Not Renewed,38,44,POL07908129
AGT71113792,Pending,50,41,POL86004596
AGT24384163,Pending,31,22,POL10256156
AGT07921690,Renewed,44,1,POL04120684
AGT99411848,Renewed,9,24,POL49354428
AGT89116884,Renewed,48,11,POL01038075
AGT93297798,Pending,49,49,POL89009482
AGT14004218,Pending,13,99,POL11284148
AGT87946067,Renewed,11,76,POL45105381
AGT81291551,Renewed,5,28,POL33443696
AGT40396031,Pending,15,88,POL08895135
AGT60829450,Not Renewed,41,6,POL32734237
AGT35469634,Pending,5,83,POL81131003
AGT27317496,Renewed,14,40,POL01422170
AGT56523368,Not Renewed,24,5,POL59246614
AGT95776312,Renewed,26,20,POL58855449
AGT48468503,Pending,8,10,POL22416756
AGT32960169,Not Renewed,49,57,POL49287251
AGT26019405,Not Renewed,37,5,POL60414319
AGT71984455,Renewed,9,78,POL96005181
AGT26135862,Renewed,46,72,POL42993604
AGT30819284,Renewed,23,86,POL52918990
AGT58796255,Not Renewed,0,60,POL67788128
AGT70317768,Renewed,0,22,POL27592722
AGT77701190,Not Renewed,37,66,POL09895305
AGT89061722,Renewed,40,93,POL01152460
AGT87309632,Pending,37,57,POL60026692
AGT16371626,Pending,12,83,POL97265632
AGT03755637,Not Renewed,15,19,POL54521184
AGT21703082,Pending,42,96,POL85035096
AGT58844271,Pending,39,20,POL58534980
AGT92040049,Pending,47,2,POL21695517
AGT38028616,Not Renewed,41,51,POL08961266
AGT08982492,Not Renewed,19,40,POL58808782
AGT59328408,Not Renewed,23,46,POL22950477
AGT43031699,Not Renewed,2,31,POL26422191
AGT91664244,Pending,10,82,POL70698520
AGT96506265,Pending,45,57,POL40101568
AGT78938970,Renewed,46,31,POL77060064
AGT12364709,Pending,13,24,POL60601098
AGT23533748,Pending,2,7,POL64845458
AGT37812576,Not Renewed,17,98,POL51280703
AGT80798952,Renewed,15,50,POL63634442
AGT81699018,Not Renewed,26,6,POL39936507
AGT75242133,Pending,14,1,POL35608817
AGT89239142,Not Renewed,35,35,POL16035887
AGT25801636,Not Renewed,45,37,POL64903447
AGT42835681,Pending,34,88,POL60911272
AGT20417521,Pending,4,28,POL34979754
AGT01874513,Renewed,34,95,POL45374585
AGT30843064,Renewed,25,88,POL30061822
AGT75652039,Not Renewed,47,85,POL63184474
AGT44931270,Renewed,33,68,POL39701482
AGT45818964,Pending,6,54,POL08698776
AGT41526393,Renewed,14,59,POL10829873
AGT84300141,Renewed,24,94,POL29507667
AGT97739400,Not Renewed,32,32,POL30342672
AGT20648707,Not Renewed,39,24,POL07362298
AGT65827923,Pending,35,61,POL35581923
AGT43719737,Renewed,0,40,POL33615352
AGT86719793,Renewed,48,3,POL43965992
AGT70091170,Renewed,35,43,POL54361849
AGT87057003,Not Renewed,15,5,POL76891584
AGT93433918,Pending,50,39,POL72122375
AGT59061701,Pending,43,2,POL26862449
AGT82410637,Pending,47,23,POL80050460
AGT91355120,Not Renewed,12,4,POL95455759
AGT12170561,Renewed,4,14,POL74008524
AGT49897385,Not Renewed,38,82,POL22378115
AGT69060240,Pending,24,42,POL50050613
AGT85186624,Pending,17,75,POL20039357
AGT80351491,Pending,22,69,POL05161978
AGT52083365,Not Renewed,28,42,POL76048134
AGT23547629,Pending,48,64,POL40926349
AGT75342542,Renewed,9,52,POL93795205
AGT33849820,Renewed,19,60,POL42143112
AGT22066615,Renewed,29,74,POL23253258
AGT98600011,Renewed,43,28,POL69244007
AGT48057852,Not Renewed,46,57,POL09523049
AGT79644238,Renewed,29,45,POL08784991
AGT69147637,Pending,26,9,POL83435156
AGT20307195,Renewed,0,100,POL06641859
AGT10851677,Pending,44,76,POL72479103
AGT14974884,Not Renewed,40,8,POL33261817
AGT60542284,Not Renewed,44,73,POL93615411
AGT07931991,Renewed,24,58,POL32140351
AGT15597089,Pending,0,29,POL60639802
AGT13313620,Renewed,8,27,POL58013295
AGT73989640,Pending,27,11,POL15232453
AGT25184215,Renewed,44,95,POL83585187
AGT86990078,Not Renewed,4,94,POL19323581
AGT75200570,Renewed,10,98,POL79993699
AGT12701623,Renewed,26,57,POL96685286
AGT78219360,Not Renewed,40,86,POL19469435
AGT67565116,Not Renewed,48,56,POL98638552
AGT42006052,Pending,18,16,POL20853634
AGT60570339,Not Renewed,47,31,POL44752961
AGT22553117,Pending,43,10,POL10009883
AGT20131074,Renewed,6,80,POL65725229
AGT30426117,Not Renewed,40,79,POL58762954
AGT15043343,Not Renewed,45,12,POL64720623
AGT49923863,Pending,8,15,POL91053914
AGT48960475,Pending,30,4,POL97796682
AGT91050057,Pending,0,63,POL25823193
AGT70063438,Pending,4,98,POL34108237
AGT64161899,Pending,4,93,POL44559582
AGT99295467,Not Renewed,45,44,POL64544270
AGT92587200,Not Renewed,29,26,POL11811289
AGT98686376,Pending,27,44,POL74728288
AGT39657659,Not Renewed,21,14,POL25107234
AGT03458444,Pending,19,28,POL93944640
AGT98166061,Pending,48,63,POL36401097
AGT18172997,Renewed,39,40,POL84566610
AGT24045687,Not Renewed,28,7,POL48969594
AGT68335720,Not Renewed,30,22,POL59595706
AGT17752909,Pending,0,31,POL29803500
AGT84895197,Renewed,23,46,POL33741751
AGT53619682,Not Renewed,32,19,POL14316031
AGT70221624,Renewed,21,68,POL23643525
AGT17532169,Pending,46,68,POL91500527
AGT15390833,Renewed,21,66,POL01976477
AGT28984898,Renewed,3,34,POL33335503
AGT42365786,Pending,2,72,POL94646296
AGT98188984,Not Renewed,13,15,POL40640329
AGT68420536,Not Renewed,18,64,POL42847651
AGT35765719,Not Renewed,0,77,POL48921687
AGT77763019,Renewed,43,71,POL20325759
AGT80085884,Pending,22,9,POL30941821
AGT15772659,Not Renewed,24,57,POL70775475
AGT98105088,Renewed,14,90,POL97721863
AGT10421097,Pending,8,86,POL38116452
AGT20451045,Not Renewed,50,13,POL61407113
AGT50072491,Pending,25,84,POL55272658
AGT12449349,Not Renewed,9,97,POL01363904
AGT89752007,Pending,29,55,POL15531962
AGT35871597,Not Renewed,43,81,POL63430600
AGT97345568,Not Renewed,38,73,POL69382278
AGT29367205,Pending,37,26,POL06489280
AGT83178909,Renewed,23,88,POL91232159
AGT71222720,Renewed,13,89,POL49351450
AGT24512269,Renewed,13,28,POL37997689
AGT82610093,Pending,23,41,POL25139363
AGT54442591,Not Renewed,15,56,POL73709176
AGT66232305,Pending,31,98,POL25170126
AGT06124756,Pending,23,36,POL38196708
AGT86140451,Not Renewed,26,100,POL89451042
AGT33490770,Pending,16,21,POL09189578
AGT44050452,Pending,3,40,POL51307192
AGT73247449,Pending,4,60,POL42141695
AGT38991482,Renewed,36,70,POL71458301
AGT64513272,Renewed,7,31,POL17808570
AGT52566156,Not Renewed,28,7,POL85663411
AGT53978198,Pending,9,34,POL58798123
AGT84078348,Pending,49,54,POL39271824
